;inn;case_number;law_court;why;argument;why_argument;результат;УФНС;Категория спора;Наименование НП;Предмет спора;Общая сумма исковых требований (руб);причины;последствия
70;1901133713;А27-20939/2021;СЕДЬМОЙ АРБИТРАЖНЫЙ АПЕЛЛЯЦИОННЫЙ СУД;объект налогообложения;Таким образом, срок действия договора аренды не предусмотрен в качестве критерия для отбора объекта налогообложения, в отношении которого подлежит установлению налоговая льгота. Более того, суд учитывает, что при толковании условий применения налоговой льготы необходимо выявлять цель установления данной льготы с учетом того, что дифференциация 10 прав налогоплательщиков должна осуществляться по объективным и разумным критериям, отвечающим цели установления такой льготы (Определение Судебной коллегии по экономическим спорам Верховного Суда РФ от 04.03.2019 № 308-КГ18-11168). Так, в преамбуле Закона Кемеровской области Кузбасса от 09.04.2020 №44-ОЗ, которым была введена такая льгота (пункт 7 статьи 2 Закона Кемеровской области от 26.11.2003 № 60-ОЗ), установлена ее цель «Настоящий Закон принят в целях поддержки налогоплательщиков, соблюдающих ограничительные и иные мероприятия, установленные Губернатором Кемеровской области Кузбасса в целях противодействия распространению новой коронавирусной инфекции (COVID-19), и осуществляющих предпринимательскую деятельность в отраслях экономики, в наибольшей степени пострадавших в условиях ухудшения ситуации в результате распространения новой коронавирусной инфекции (COVID19)». Аналогичная цель была определена на совещании Президента с членами Правительства ( На данном совещании было указано, что Правительством прорабатывается второй пакет мер, направленных на преодоление последствий распространения новой коронавирусной инфекции, а именно, дополнительные меры по обеспечению устойчивости экономики (Правительство уже ввело отсрочку для малого и среднего бизнеса по уплате арендных платежей за федеральное имущество. Регионам и муниципалитетам будут даны рекомендации по снижению имущественных налогов для арендодателей в обмен на снижение ставок аренды или отсрочки платежей для арендаторов отдельных категорий бизнеса). ;срок действия договора аренды не предусмотрен в качестве критерия для отбора объекта налогообложения, в отношении которого подлежит установлению налоговая льгота;в пользу налогоплательщика;4200;НП к НО;"ООО ""КК-Инвест""";КНП;2601167,27;льготы;штрафные санкции
71;1901133713;А27-20939/2021;СЕДЬМОЙ АРБИТРАЖНЫЙ АПЕЛЛЯЦИОННЫЙ СУД;объект налогообложения;Кроме того, действующим законодательством установлена презумпция добросовестности налогоплательщика, как один из важнейших элементов конституционно-правового режима регулирования налоговых отношений и публичного правопорядка в целом. Таким образом, налоговый орган, отказывая в праве на льготу, фактически устанавливает дополнительное условие для ее получения, а именно то, что договор должен быть заключен на год и более, что недопустимо, поскольку из положений пункта 7 статьи 2 Закона Кемеровской области от 26.11.2003 № 60-ОЗ такое условие не следует. Более того, дополнительно к вышеизложенному, суд учитывает и тот факт, что такое условие (срок договора аренды) не следует и из рекомендаций ФНС России, которые хоть и не являются обязательными к применению, но оцениваются судом наряду с письмами Министерства финансов Кузбасса. Таким образом, срок действия договора аренды не предусмотрен в качестве критерия для отбора объекта налогообложения, в отношении которого подлежит установлению налоговая льгота. Более того, суд учитывает, что при толковании условий применения налоговой льготы необходимо выявлять цель установления данной льготы с учетом того, что дифференциация 10 прав налогоплательщиков должна осуществляться по объективным и разумным критериям, отвечающим цели установления такой льготы (Определение Судебной коллегии по экономическим спорам Верховного Суда РФ от 04.03.2019 № 308-КГ18-11168). ;срок действия договора аренды не предусмотрен в качестве критерия для отбора объекта налогообложения, в отношении которого подлежит установлению налоговая льгота;в пользу налогоплательщика;4200;НП к НО;"ООО ""КК-Инвест""";КНП;2601167,27;льготы;штрафные санкции
72;1901133713;А27-20939/2021;СЕДЬМОЙ АРБИТРАЖНЫЙ АПЕЛЛЯЦИОННЫЙ СУД;объект налогообложения;Таким образом, поскольку данные разъяснения даны не налоговому органу, а конкретным юридическим лицам, а также учитывая то, что они даны Министерством финансов субъекта РФ, не подлежит применению подпункт 5 пункта 1 статьи 32 НК РФ. Более того, из текста одного из писем следует, что условие о регистрации договоров аренды было предусмотрено в целях недопущения возможных злоупотреблений со стороны налогоплательщиков, выражающихся в оформлении «фиктивных» договоров аренды, предусматривающих снижение арендной платы, для получения налоговой льготы. То есть данное условие о регистрации договоров аренды было установлено не в целях возможности предоставления льготы только тем налогоплательщикам, которые заключили договоры на срок более года, а в целях недопущения злоупотреблений, которые мог выявить налоговый орган в рамках налоговой проверки. ;срок действия договора аренды не предусмотрен в качестве критерия для отбора объекта налогообложения, в отношении которого подлежит установлению налоговая льгота;в пользу налогоплательщика;4200;НП к НО;"ООО ""КК-Инвест""";КНП;2601167,27;льготы;штрафные санкции
73;1901133713;А27-20939/2021;СЕДЬМОЙ АРБИТРАЖНЫЙ АПЕЛЛЯЦИОННЫЙ СУД;объект налогообложения;Отказывая в удовлетворении заявленных требований, суд первой инстанции исходил из того, что в рассматриваемом случае законодатель для получения налоговой льготы в пункте 7 статьи 2 Закона Кемеровской области от 26.11.2003 № 60-03 «О налоге на имущество организаций» прямо предусмотрел условие о регистрации договора аренды в установленном порядке. ;срок действия договора аренды не предусмотрен в качестве критерия для отбора объекта налогообложения, в отношении которого подлежит установлению налоговая льгота;в пользу налогоплательщика;4200;НП к НО;"ООО ""КК-Инвест""";КНП;2601167,27;льготы;штрафные санкции
74;1901133713;А27-20939/2021;СЕДЬМОЙ АРБИТРАЖНЫЙ АПЕЛЛЯЦИОННЫЙ СУД;объект налогообложения;Таким образом, налоговый орган, отказывая в праве на льготу, фактически устанавливает дополнительное условие для ее получения, а именно то, что договор должен быть заключен на год и более, что недопустимо, поскольку из положений пункта 7 статьи 2 Закона Кемеровской области от 26.11.2003 № 60-ОЗ такое условие не следует. Более того, дополнительно к вышеизложенному, суд учитывает и тот факт, что такое условие (срок договора аренды) не следует и из рекомендаций ФНС России, которые хоть и не являются обязательными к применению, но оцениваются судом наряду с письмами Министерства финансов Кузбасса. Таким образом, срок действия договора аренды не предусмотрен в качестве критерия для отбора объекта налогообложения, в отношении которого подлежит установлению налоговая льгота. ;срок действия договора аренды не предусмотрен в качестве критерия для отбора объекта налогообложения, в отношении которого подлежит установлению налоговая льгота;в пользу налогоплательщика;4200;НП к НО;"ООО ""КК-Инвест""";КНП;2601167,27;льготы;штрафные санкции
75;1901133713;А27-20939/2021;СЕДЬМОЙ АРБИТРАЖНЫЙ АПЕЛЛЯЦИОННЫЙ СУД;объект налогообложения;Отказывая в удовлетворении заявленных требований, суд первой инстанции исходил из того, что в рассматриваемом случае законодатель для получения налоговой льготы в пункте 7 статьи 2 Закона Кемеровской области от 26.11.2003 № 60-03 «О налоге на имущество организаций» прямо предусмотрел условие о регистрации договора аренды в установленном порядке. При этом в указанной норме отсутствует оговорка относительно заключения договоров на тот или иной срок либо особые условия в отношении договоров, не требу4 ющих государственной регистрации. ;срок действия договора аренды не предусмотрен в качестве критерия для отбора объекта налогообложения, в отношении которого подлежит установлению налоговая льгота;в пользу налогоплательщика;4200;НП к НО;"ООО ""КК-Инвест""";КНП;2601167,27;льготы;штрафные санкции
76;1901133713;А27-20939/2021;СЕДЬМОЙ АРБИТРАЖНЫЙ АПЕЛЛЯЦИОННЫЙ СУД;объект налогообложения;"В силу статьи 65 АПК РФ налогоплательщик не освобожден о доказывания обстоятельств нарушения прав и законных интересов принятым решением государственного органа. По смыслу подпункта 1 пункта 1 статьи 32 НК РФ вынесенные решения налогового органа должны быть законными и обоснованными, основываться на нормах действующего законодательства. Согласно материалам дела обществом заявлено право на получение льготы по налогу на имущество по пункту 7 статьи 2 Закона Кемеровской области от 26.11.2003 № 60-ОЗ; в подтверждение такого права обществом представлены договоры аренды, заключенные на срок менее одного года не зарегистрированные в установленном законодательством порядке. Основанием для вынесения оспариваемого решения послужили выводы налогового органа о необоснованном применении обществом налоговой льготы по налогу на имущество организаций, предусмотренной пунктом 7 статьи 2 Закона Кемеровской области от 26.11.2003 № 60-ОЗ «О налоге на имущество организаций», поскольку договоры аренды не зарегистрированы. 5 В соответствии с пунктами 1, 2 статьи 372 НК РФ налог на имущество организаций устанавливается настоящим Кодексом и законами субъектов Российской Федерации, вводится в действие в соответствии с настоящим Кодексом законами субъектов Российской Федерации и с момента введения в действие обязателен к уплате на территории соответствующего субъекта Российской Федерации. При установлении налога законами субъектов Российской Федерации могут также определяться особенности определения налоговой базы отдельных объектов недвижимого имущества в соответствии с настоящей главой, предусматриваться налоговые льготы и основания для их использования налогоплательщиками. Налогоплательщиками налога на имущество организаций признаются организации, имеющие имущество, признаваемое объектом налогообложения в соответствии со статьей 374 настоящего Кодекса (пункт 1 статьи 373 НК РФ). Пунктом 1 статьи 374 НК РФ определено, что объектами налогообложения признаются: 1) недвижимое имущество (в том числе имущество, переданное во временное владение, в пользование, распоряжение, доверительное управление, внесенное в совместную деятельность или полученное по концессионному соглашению), учитываемое на балансе организации в качестве объектов основных средств в порядке, установленном для ведения бухгалтерского учета, в случае, если налоговая база в отношении такого имущества определяется в соответствии с пунктом 1 статьи 375 настоящего Кодекса, если иное не предусмотрено статьями 378 и 378.1 настоящего Кодекса. ";срок действия договора аренды не предусмотрен в качестве критерия для отбора объекта налогообложения, в отношении которого подлежит установлению налоговая льгота;в пользу налогоплательщика;4200;НП к НО;"ООО ""КК-Инвест""";КНП;2601167,27;льготы;штрафные санкции
77;4205204997;А27-22991/2021;АРБИТРАЖНЫЙ СУД КЕМЕРОВСКОЙ ОБЛАСТИ;объект налогообложения;Доводы налогового органа относительно непредставления заявителем доказательств ведения раздельного учета доходов судом отклонены. 9 В соответствии с положениями ст. ;на основании пункта 4 статьи 149 НК РФ в случае, если налогоплательщиком осуществляются операции, подлежащие налогообложению, и операции, не подлежащие налогообложению (освобождаемые от налогообложения) в соответствии с положениями данной статьи, налогоплательщик обязан вести раздельный учет таких операций;в пользу налогоплательщика;4200;НП к НО;"ООО ""Санти-здоровье""";КНП;225973,98;недоимка;доначисление
78;4205204997;А27-22991/2021;АРБИТРАЖНЫЙ СУД КЕМЕРОВСКОЙ ОБЛАСТИ;объект налогообложения;Таким образом, полученные по договору поставки денежные средства на размер подлежащего уплате 2 ЕНВД никакого влияния не оказывали, в связи с чем, по мнению заявителя, своими действиями налогоплательщик никакого ущерба бюджету Кемеровской области не причинил, недоимки по ЕНВД не имеется. Также, с учетом осуществления Обществом исключительно вида деятельности, подлежащего налогообложению ЕНВД, обязанности вести раздельный учет и уплачивать налог, исчисляемый в рамках упрощенной системы налогообложения, у налогоплательщика не имеется. Таким образом, оснований для привлечения налогоплательщика к ответственности в данном случае отсутствовали. ;на основании пункта 4 статьи 149 НК РФ в случае, если налогоплательщиком осуществляются операции, подлежащие налогообложению, и операции, не подлежащие налогообложению (освобождаемые от налогообложения) в соответствии с положениями данной статьи, налогоплательщик обязан вести раздельный учет таких операций;в пользу налогоплательщика;4200;НП к НО;"ООО ""Санти-здоровье""";КНП;225973,98;недоимка;доначисление
79;4205204997;А27-22991/2021;АРБИТРАЖНЫЙ СУД КЕМЕРОВСКОЙ ОБЛАСТИ;объект налогообложения;Таким образом, полученные по договору поставки денежные средства на размер подлежащего уплате 2 ЕНВД никакого влияния не оказывали, в связи с чем, по мнению заявителя, своими действиями налогоплательщик никакого ущерба бюджету Кемеровской области не причинил, недоимки по ЕНВД не имеется. Также, с учетом осуществления Обществом исключительно вида деятельности, подлежащего налогообложению ЕНВД, обязанности вести раздельный учет и уплачивать налог, исчисляемый в рамках упрощенной системы налогообложения, у налогоплательщика не имеется. Таким образом, оснований для привлечения налогоплательщика к ответственности в данном случае отсутствовали. Кроме того, заявитель ходатайствовал о восстановлении срока обжалования решения в судебном порядке. В обоснование ходатайства, сославшись на незначительность пропуска срока, заявитель указал, что в период с 17.07.2021 года по декабрь 2021 года на территории Кемеровской области – Кузбасса действовал режим повышенной готовности, введенный Распоряжением Губернатора Кемеровской области – Кузбасс №21-рг от 14.03.2020, усиленный постановлением Главного государственного санитарного врача по Кемеровской области – Кузбассу № 10 от 17.06.2021, в силу которого всем работодателям на территории Кемеровской области – Кузбасса необходимо было выполнить ряд трудозатратных мероприятий, направленных на снижение роста заболеваемости новой коронавирусной инфекцией, что не дало возможности заявителю надлежащим образом сформулировать свою правовую позицию, подготовить жалобу на решение в установленные сроки. Налоговым органом представлен отзыв на заявление, возражая относительно заявленных требований, Инспекция указала, что Обществом ни в ходе налоговой проверки, ни с апелляционной жалобой не представлены документы, подтверждающие, что поступившие на расчетный счет денежные средства перечислены в рамках выплаты премий со стороны Поставщика по товарам, реализованным розничными торговыми точками, соответственно, указанные денежные средства не могут быть признаны частью дохода, полученного в связи с осуществлением деятельности в сфере розничной торговли, облагаемой ЕНВД. ;на основании пункта 4 статьи 149 НК РФ в случае, если налогоплательщиком осуществляются операции, подлежащие налогообложению, и операции, не подлежащие налогообложению (освобождаемые от налогообложения) в соответствии с положениями данной статьи, налогоплательщик обязан вести раздельный учет таких операций;в пользу налогоплательщика;4200;НП к НО;"ООО ""Санти-здоровье""";КНП;225973,98;недоимка;доначисление
80;4205204997;А27-22991/2021;АРБИТРАЖНЫЙ СУД КЕМЕРОВСКОЙ ОБЛАСТИ;объект налогообложения;Таким образом, полученные по договору поставки денежные средства на размер подлежащего уплате 2 ЕНВД никакого влияния не оказывали, в связи с чем, по мнению заявителя, своими действиями налогоплательщик никакого ущерба бюджету Кемеровской области не причинил, недоимки по ЕНВД не имеется. Также, с учетом осуществления Обществом исключительно вида деятельности, подлежащего налогообложению ЕНВД, обязанности вести раздельный учет и уплачивать налог, исчисляемый в рамках упрощенной системы налогообложения, у налогоплательщика не имеется. Таким образом, оснований для привлечения налогоплательщика к ответственности в данном случае отсутствовали. Кроме того, заявитель ходатайствовал о восстановлении срока обжалования решения в судебном порядке. ;на основании пункта 4 статьи 149 НК РФ в случае, если налогоплательщиком осуществляются операции, подлежащие налогообложению, и операции, не подлежащие налогообложению (освобождаемые от налогообложения) в соответствии с положениями данной статьи, налогоплательщик обязан вести раздельный учет таких операций;в пользу налогоплательщика;4200;НП к НО;"ООО ""Санти-здоровье""";КНП;225973,98;недоимка;доначисление
81;4205204997;А27-22991/2021;АРБИТРАЖНЫЙ СУД КЕМЕРОВСКОЙ ОБЛАСТИ;объект налогообложения;В соответствии с пунктом 1 статьи 65 АПК РФ каждое лицо, участвующее в деле, должно доказать обстоятельства, на которые оно ссылается как на основание своих требований и возражений. Представление как Инспекцией, так и Обществом в материалы дела дополнительных доказательств в обоснование своей позиции, не является нарушением норм НК РФ и статей 7 9, 64, 65, 89, 200 АПК РФ. Налоговый орган вправе представлять суду все имеющиеся у него письменные и иные доказательства, подтверждающие обоснованность принятия оспариваемого решения, равно как и налогоплательщик вправе представить доказательства непосредственно в суд, независимо от того, представлялись ли им эти документы налоговому органу при проведении проверки. Данные доказательства подлежат исследованию в судебном заседании согласно требованиям статьи 162 АПК РФ и оценке арбитражным судом в совокупности и взаимосвязи с иными доказательствами по делу с учетом положений статьи 71 АПК РФ. Доводы налогового органа относительно непредставления заявителем доказательств ведения раздельного учета доходов судом отклонены. ;на основании пункта 4 статьи 149 НК РФ в случае, если налогоплательщиком осуществляются операции, подлежащие налогообложению, и операции, не подлежащие налогообложению (освобождаемые от налогообложения) в соответствии с положениями данной статьи, налогоплательщик обязан вести раздельный учет таких операций;в пользу налогоплательщика;4200;НП к НО;"ООО ""Санти-здоровье""";КНП;225973,98;недоимка;доначисление
82;-;А27-3208/2022;СЕДЬМОЙ АРБИТРАЖНЫЙ АПЕЛЛЯЦИОННЫЙ СУД;объект налогообложения;С учетом изложенного, срок действия договора аренды не предусмотрен в качестве критерия для отбора объекта налогообложения, в отношении которого подлежит установлению налоговая льгота. Более того, при толковании условий применения налоговой льготы необходимо выявлять цель установления данной льготы с учетом того, что дифференциация прав налогоплательщиков должна осуществляться по объективным и разумным критериям, отвечающим цели установления такой льготы (Определение Судебной коллегии по экономическим спорам Верховного Суда РФ от 04.03.2019 № 308КГ18-11168. ;срок действия договора аренды не предусмотрен в качестве критерия для отбора объекта налогообложения, в отношении которого подлежит установлению налоговая льгота;в пользу налогоплательщика;4200;НП к НО;"ООО ""Инвест-Центр"" ";КНП;2361235,6;льготы;доначисление
83;-;А27-3208/2022;СЕДЬМОЙ АРБИТРАЖНЫЙ АПЕЛЛЯЦИОННЫЙ СУД;объект налогообложения;Кроме того, действующим законодательством установлена презумпция добросовестности налогоплательщика, как один из важнейших элементов конституционно-правового режима регулирования налоговых отношений и публичного правопорядка в целом. Таким образом, налоговый орган, отказывая в праве на льготу, фактически устанавливает дополнительное условие для ее получения, а именно то, что договор должен быть заключен на год и более, что недопустимо, поскольку из положений пункта 7 статьи 2 Закона № 60-ОЗ такое условие не следует. С учетом изложенного, срок действия договора аренды не предусмотрен в качестве критерия для отбора объекта налогообложения, в отношении которого подлежит установлению налоговая льгота. Более того, при толковании условий применения налоговой льготы необходимо выявлять цель установления данной льготы с учетом того, что дифференциация прав налогоплательщиков должна осуществляться по объективным и разумным критериям, отвечающим цели установления такой льготы (Определение Судебной коллегии по экономическим спорам Верховного Суда РФ от 04.03.2019 № 308КГ18-11168. Так, в преамбуле Закона Кемеровской области Кузбасса от 09.04.2020 №44-ОЗ, которым была введена такая льгота (пункт 7 статьи 2 Закона № 60-ОЗ), установлена ее цель «Настоящий Закон принят в целях поддержки налогоплательщиков, соблюдающих ограничительные и иные мероприятия, установленные Губернатором Кемеровской области Кузбасса в целях противодействия распространению новой коронавирусной инфекции (COVID-19), и осуществляющих предпринимательскую деятельность в отраслях экономики, в наибольшей степени пострадавших в условиях ухудшения 10 ситуации в результате распространения новой коронавирусной инфекции (COVID-19)». ;срок действия договора аренды не предусмотрен в качестве критерия для отбора объекта налогообложения, в отношении которого подлежит установлению налоговая льгота;в пользу налогоплательщика;4200;НП к НО;"ООО ""Инвест-Центр"" ";КНП;2361235,6;льготы;доначисление
84;-;А27-3208/2022;СЕДЬМОЙ АРБИТРАЖНЫЙ АПЕЛЛЯЦИОННЫЙ СУД;объект налогообложения;Таким образом, для признания недействительным решения налоговой инспекции необходимо наличие двух условий: несоответствие его закону или иному нормативному акту и нарушение им прав и законных интересов общества. Согласно части 2 статьи 201 АПК РФ арбитражный суд, установив, что оспариваемый ненормативный правовой акт, решение и действия (бездействие) государственных органов, органов местного самоуправления, иных органов, должностных лиц не соответствуют закону или иному нормативному правовому акту и нарушают права и законные интересы заявителя в сфере предпринимательской и иной экономической деятельности, принимает решение о признании ненормативного правового акта недействительным, решений и действий (бездействия) незаконными. Согласно части 5 статьи 200 АПК РФ обязанность доказывания соответствия оспариваемого ненормативного правового акта закону или иному нормативному правовому акту, законности принятия оспариваемого решения, совершения оспариваемых действий (бездействия), наличия у органа или лица надлежащих полномочий на принятие оспариваемого акта, решения, совершение оспариваемых действий (бездействия), а также обстоятельств, послуживших основанием для принятия оспариваемого акта, решения, совершения оспариваемых действий (бездействия), возлагается на орган или лицо, которые приняли акт, решение или совершили действия (бездействие). В рассматриваемом случае установлено, что обществом заявлено право на получение льготы по налогу на имущество по пункту 7 статьи 2 Закона № 60-ОЗ, в подтверждение такого права им был представлен договор аренды. Между ООО «Инвест-Центр» (Арендодатель) и ООО «ТЕХНОСИСТЕМА» (арендатор) заключен договор аренды торгового центра «Доминго» от 01.03.2020 № 07/20.03-002, согласно которому ООО «ИНВЕСТ-ЦЕНТР» предоставило, а ООО «ТЕХНОСИСТЕМА» приняло во временное владение и пользование часть нежилого помещения, площадью 13 761 кв.м., для размещения в нем магазина и склада. Срок аренды: с 01.03.2020 по 31.01.2021 (пункт 1.3 договора). ;срок действия договора аренды не предусмотрен в качестве критерия для отбора объекта налогообложения, в отношении которого подлежит установлению налоговая льгота;в пользу налогоплательщика;4200;НП к НО;"ООО ""Инвест-Центр"" ";КНП;2361235,6;льготы;доначисление
85;-;А27-3208/2022;СЕДЬМОЙ АРБИТРАЖНЫЙ АПЕЛЛЯЦИОННЫЙ СУД;объект налогообложения;Более того, из текста одного из писем следует, что условие о регистрации договоров аренды было предусмотрено в целях недопущения возможных злоупотреблений со стороны налогоплательщиков, выражающихся в оформлении «фиктивных» договоров аренды, предусматривающих снижение арендной платы, для получения налоговой льготы. То есть данное условие о регистрации договоров аренды было установлено не в целях возможности предоставления льготы только тем налогоплательщикам, которые заключили договоры на срок более года, а в целях недопущения злоупотреблений, которые мог выявить налоговый орган в рамках налоговой проверки. ;срок действия договора аренды не предусмотрен в качестве критерия для отбора объекта налогообложения, в отношении которого подлежит установлению налоговая льгота;в пользу налогоплательщика;4200;НП к НО;"ООО ""Инвест-Центр"" ";КНП;2361235,6;льготы;доначисление
86;-;А27-3208/2022;СЕДЬМОЙ АРБИТРАЖНЫЙ АПЕЛЛЯЦИОННЫЙ СУД;объект налогообложения;Таким образом, для признания недействительным решения налоговой инспекции необходимо наличие двух условий: несоответствие его закону или иному нормативному акту и нарушение им прав и законных интересов общества. Согласно части 2 статьи 201 АПК РФ арбитражный суд, установив, что оспариваемый ненормативный правовой акт, решение и действия (бездействие) государственных органов, органов местного самоуправления, иных органов, должностных лиц не соответствуют закону или иному нормативному правовому акту и нарушают права и законные интересы заявителя в сфере предпринимательской и иной экономической деятельности, принимает решение о признании ненормативного правового акта недействительным, решений и действий (бездействия) незаконными. Согласно части 5 статьи 200 АПК РФ обязанность доказывания соответствия оспариваемого ненормативного правового акта закону или иному нормативному правовому акту, законности принятия оспариваемого решения, совершения оспариваемых действий (бездействия), наличия у органа или лица надлежащих полномочий на принятие оспариваемого акта, решения, совершение оспариваемых действий (бездействия), а также обстоятельств, послуживших основанием для принятия оспариваемого акта, решения, совершения оспариваемых действий (бездействия), возлагается на орган или лицо, которые приняли акт, решение или совершили действия (бездействие). В рассматриваемом случае установлено, что обществом заявлено право на получение льготы по налогу на имущество по пункту 7 статьи 2 Закона № 60-ОЗ, в подтверждение такого права им был представлен договор аренды. ;срок действия договора аренды не предусмотрен в качестве критерия для отбора объекта налогообложения, в отношении которого подлежит установлению налоговая льгота;в пользу налогоплательщика;4200;НП к НО;"ООО ""Инвест-Центр"" ";КНП;2361235,6;льготы;доначисление
